Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province (E),Company,Status,Latitude,Longitude,Approximate Volume Released (m³),Substance (E),Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture (E),Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Land Use,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program
INC2020-051,Fire,5/27/2020,Burnaby,British Columbia,Trans Mountain Pipeline ULC,Closed,49.26848937,-122.931342,Not Applicable,Not Applicable,Not Applicable,No,2020,5/27/2020 3:00,5/27/2020 3:00,"Damage or deterioration mechanism, External Interference, Company Contractor;Substandard Acts, Failure to follow procedure or policy or practice;Substandard Acts, Failure to communicate or coordinate;Substandard Conditions, Poor housekeeping or disorder","External Interference, Incorrect Operation","Job or system factors, Inadequate communications, Inadequate communication between shifts;Job or system factors, Inadequate communications, Inadequate communication of safety and health data, regulations or guidelines ;External Interference, Third Party Actions",Failure in communication,No pipeline interruption,Gathering,Construction,Employee / Contractor (Onsite),9/10/2020,No,No,Fire,,,,No,,Housekeeping,,,,,,,,,0,OPR,TRANS MOUNTAIN EXPANSION PROJECT,"762.00000000, 914.00000000",946.1591548,Crude Oil,BURNABY,,49.26848937,-122.931342,Canada,No,Yes,No,No,Developed Land - Industrial,11 to 45 dwelling units,1147,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2020-050,Release of Substance,5/24/2020,Longview ,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,50.38248,-114.226414,86,Natural Gas - Sweet,Gas,No,2020,5/23/2020 4:27,5/23/2020 4:27,,To be determined,,To be determined,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),,Yes,No,Release of Substance,Natural Gas - Sweet,86,No,No,,,,,,,,,,,0,OPR,WESTERN ALBERTA M/L LOOP - NPS 42,1067,119.7986295,Natural Gas,,,,,Canada,Yes,No,No,No,Agricultural Cropland,10 or fewer dwelling units,N/A,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2020-048,Operation Beyond Design Limits,5/19/2020,"Bowker, Ontario",Ontario,TransCanada PipeLines Limited,Submitted,48.72211,-88.588886,Not Applicable,Not Applicable,Not Applicable,No,2020,,5/19/2020 1:00,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Exposure in a Waterbody,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,,,,,Canada,No,No,Yes,No,Shrub Land,10 or fewer dwelling units,MLV 69-1 + 27.19,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Body",,NPS 30,Carbon Steel,359 - X52,,9.5 mm = 0.375 in,,,6895,,,,,,1958,,,,,,,,,,,,No,,,No,1/28/2020,Visual,Yes,Yes,,,No
INC2020-047,Operation Beyond Design Limits,5/5/2020,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,56.514333,-113.679722,Not Applicable,Not Applicable,Not Applicable,No,2020,,2/18/2020 10:00,,To be determined,,To be determined,No pipeline interruption,Transmission,Operation,Other Control System,,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Outside Temperature Range,,0,OPR,NORTH CENTRAL CORRIDOR LOOP (BUFFALO CREEK WEST SECTION) - NPS 36,914,53.55816421,Natural Gas,,,,,Canada,Yes,No,No,No,Forests,10 or fewer dwelling units,KP 27+996,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2020-046,Fire,5/1/2020,Sherwood Park ,Alberta,Trans Mountain Pipeline ULC,Submitted,53.542879,-113.364282,Not Applicable,Not Applicable,Not Applicable,No,2020,5/1/2020 12:00,5/1/2020 12:00,"Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Fire and explosion hazards","External Interference, Incorrect Operation","Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate engineering, Inadequate evaluation of changes;Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks","Engineering and Planning, Human Factors, Tools and Equipment",No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),,No,No,Fire,,,,No,,Welding or Cutting,,,,,,,,,0,OPR,,,,,,Valve,,,Canada,No,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,0,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2020-045,Release of Substance,4/30/2020,Herschel,Saskatchewan,Enbridge Pipelines Inc.,Submitted,51.64917,-108.21167,50,Crude Oil - Sweet,Liquid,Yes,2020,4/30/2020 7:55,4/30/2020 7:55,"Substandard Acts, Failure to check or monitor;Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Inadequate instructions or procedures","External Interference, Incorrect Operation","Personal factors, Mental or psychological stress, Preoccupation with problems;Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Engineering and Planning, Human Factors, Maintenance, Standards and Procedures",No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),,Yes,No,Release of Substance,Crude Oil - Sweet,50,No,Yes,,,,,,,,,,,0,OPR,Line 3,"610.00000000, 864.00000000, 914.00000000, 914.40000000",2334.948756,Crude Oil,,Meter,,,Canada,Yes,Yes,No,No,Developed Land - Industrial,10 or fewer dwelling units,,Not Emergency,Inactive Investigation Level in Error,No,,"Station/Facility, Pumping, Auxiliary device(s) (please explain)",see the Equipment/Component Involved section,NPS 3/4,Stainless Steel,,,2.1 mm = 0.083 in,,,,,,,,2016,2016,2016,,,,,,,,,,,No,,,No,4/14/2020,Visual,Yes,Yes,,,No
INC2020-043,Release of Substance,4/26/2020,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,56.7054,-111.403,1,Natural Gas - Sweet,Gas,No,2020,,4/26/2020 8:34,,To be determined,,To be determined,Short-term interruption,Transmission,Operation,Public,,Yes,No,Release of Substance,Natural Gas - Sweet,1,Yes,No,,,,,,,,,,,0,OPR,ALBERSUN LATERAL (NPS 10 1967) FORT MCMURRAY SECTION,10.75,130.7237506,Natural Gas,,,,,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units,32.46,Not Emergency,Inactive Investigation Level in Error,No,INC2020-078,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2020-042,Operation Beyond Design Limits,4/25/2020,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.65598377,-121.712754,Not Applicable,Not Applicable,Not Applicable,No,2020,,4/25/2020 9:16,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces;External Interference, Third Party Actions",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Scheduled Patrol,,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",,,,No,,,,,,,,,Exposure in a Waterbody,,0,OPR,"30 Fort St. John Mainline""",,,,,Meter,,,Canada,No,No,Yes,No,Agricultural Cropland,10 or fewer dwelling units,MML1 KP 87.57,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Body",API 5L 1957,NPS 30,Carbon Steel,359 - X52,40,9.5 mm = 0.375 in,,,6455,,,,,1957,1957,1957,,,,,,External,Asphalt Mastic,Intact,Field Applied,1957,No,,,No,4/25/2020,Visual,Yes,Yes,,,No
INC2020-040,Operation Beyond Design Limits,4/24/2020,Two Hills,Alberta,NOVA Gas Transmission Ltd.,Submitted,53.76999,-111.9527,Not Applicable,Not Applicable,Not Applicable,No,2020,,4/23/2020 1:00,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion;Substandard Conditions, Weather Related, Heavy rains or floods","External Interference, Natural Force Damage","External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Exposure on Land,,0,OPR,HAIRY HILL LATERAL - NPS 10,273.1,19.09850343,Natural Gas,,,,,Canada,No,No,Yes,No,Agricultural Cropland,10 or fewer dwelling units,,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Body",1975,NPS 10,Carbon Steel,359 - X52,,4.8 mm = 0.188 in,,4.8,8620,,6753,,,,1975,1975,,,,,,,,,,,No,,,No,4/20/2020,Visual,Yes,Yes,,,No
INC2020-039,Release of Substance,4/23/2020,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.48310727,-118.0999325,129636.35,Natural Gas - Sweet,Gas,Yes,2020,,4/23/2020 8:00,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Inadequate planning of use",Maintenance,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),7/31/2020,Yes,No,Release of Substance,Natural Gas - Sweet,129636.35,No,No,,,,,,,,,,,0,OPR,GRANDE PRAIRIE MAINLINE,"273.10000000, 406.40000000, 508.00000000, 610.00000000, 914.00000000",339.6264095,Natural Gas,LATORNELL,,54.48310727,-118.0999325,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,N/A,Not Emergency,Inactive Investigation Level in Error,No,,"Station/Facility, Compression, Fitting, Swage, Thread;Station/Facility, Compression, Instrumentation and controls",,NPS 3/4,Carbon Steel,,,,,,,,7500,,,,,1994,,,,,,,,,,,No,,,No,4/14/2020,Visual,Yes,Yes,,,No
INC2020-036,Release of Substance,4/10/2020,Edson,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,53.77239,-116.91948,9100,Natural Gas - Sweet,Gas,No,2020,,4/9/2020 10:15,,To be determined,,To be determined,No pipeline interruption,Transmission,Operation,3rd Party / Other Company,,Yes,No,Release of Substance,Natural Gas - Sweet,9100,No,No,,,,,,,,,,,0,OPR,GRANDE PRAIRIE MAINLINE,"273.10000000, 406.40000000, 508.00000000, 610.00000000, 914.00000000",339.6264095,Natural Gas,,Meter,,,Canada,Yes,No,No,No,Forests,10 or fewer dwelling units,,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2020-034,Fire,3/30/2020,Ft. St. John ,British Columbia,NOVA Gas Transmission Ltd.,Closed,56.96144805,-122.0762842,Not Applicable,Not Applicable,Not Applicable,No,2020,3/30/2020 11:45,3/30/2020 11:45,"Damage or deterioration mechanism, Other Causes, Improper Operation;Substandard Acts, Failure to identify hazard or risk;Substandard Acts, Failure to react or correct",Incorrect Operation,"Personal factors, Lack of knowledge, Inadequate initial training",Human Factors,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),8/10/2020,Yes,No,Fire,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,NORTH MONTNEY MAINLINE,1067,287.6755648,Natural Gas Sweet,AITKEN CREEK WEST NO. 2 RECEIPT,,56.96144805,-122.0762842,Canada,Yes,No,No,No,Forests,10 or fewer dwelling units,N/A,Not Emergency,Inactive Investigation Level in Error,No,,"Station/Facility, Compression, Auxiliary device(s) (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2020-033,Fire,3/23/2020,Conklin,Alberta,NOVA Gas Transmission Ltd.,Submitted,55.688457,-111.442978,Not Applicable,Not Applicable,Not Applicable,No,2020,3/22/2020 10:30,3/22/2020 11:00,"Damage or deterioration mechanism, Structural Degradation, Overheating;Substandard Conditions, Defective tools, equipment or materials","Defect and Deterioration, External Interference","Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),,No,No,Fire,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,LEISMER LATERAL (PTARMIGAN PIPELINE) NPS 14,355.6,56.06171676,Natural Gas,,,,,Canada,No,Yes,No,No,Forests,10 or fewer dwelling units,10.5148,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2020-030,Operation Beyond Design Limits,3/9/2020,Dorion,Ontario,TransCanada PipeLines Limited,Closed,48.798,-88.53562,Not Applicable,Not Applicable,Not Applicable,No,2020,,3/9/2020 3:30,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),6/22/2020,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Exposure in a Waterbody,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,,,,,Canada,No,No,Yes,No,Shrub Land,10 or fewer dwelling units,MLV 69A-1 + 8.542 km,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Body",,NPS 30,Carbon Steel,359 - X52,,9.5 mm = 0.375 in,,,,,,,,,,1958,,,,,,,Asphalt Mastic,,,,No,,,No,1/23/2020,Visual,Yes,Yes,,,No
INC2020-029,Fire,3/6/2020,Edmonton,Alberta,Trans Mountain Pipeline ULC,Closed,53.54290845,-113.3644501,Not Applicable,Not Applicable,Not Applicable,No,2020,3/6/2020 9:55,3/6/2020 9:55,"Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate tools and equipment, Inadequate adjustment or repair or maintenance",Tools and Equipment,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),4/23/2020,No,No,Fire,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,TRANS MOUNTAIN EXPANSION PROJECT,"762.00000000, 914.00000000",946.1591548,Crude Oil,EDMONTON,,53.54290845,-113.3644501,Canada,No,No,No,No,Shrub Land,11 to 45 dwelling units,,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2020-028,Explosion,3/4/2020,"Alameda, Saskatchewan",Saskatchewan,Alliance Pipeline Ltd as General Partner of Alliance Pipeline Limited Partnership,Closed,49.324794,-102.29746,Not Applicable,Not Applicable,Not Applicable,No,2020,3/4/2020 9:30,3/4/2020 9:30,"Substandard Acts, Improper position for task",Incorrect Operation,"Job or system factors, Inadequate work standards, Inadequate communication of standards, Publication",Standards and Procedures,No pipeline interruption,Transmission,Operation,Other Control System,7/14/2020,Yes,No,Explosion,,,,No,Battery Explosion,,,,,,,,,,0,OPR,,,,,,Meter,,,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,,Not Emergency,Inactive Investigation Level in Error,No,,"Station/Facility, Compression, Auxiliary device(s) (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,10/31/2019,Visual,Yes,No,2/20/2020,Testing of Functionality,Yes
INC2020-026,Fire,3/1/2020,Claresholm,Alberta,NOVA Gas Transmission Ltd.,Closed,49.97579813,-114.1312275,Not Applicable,Not Applicable,Not Applicable,No,2020,3/1/2020 9:45,3/1/2020 9:45,"Substandard Acts, Improper placement;Substandard Acts, Failure to identify hazard or risk;Substandard Acts, Failure to check or monitor;Substandard Conditions, Inadequate preparation or planning","External Interference, Incorrect Operation","Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming;Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks;Job or system factors, Inadequate tools and equipment, Inadequate standards or specifications","Inadequate Supervision, Tools and Equipment",No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),9/28/2020,Yes,No,Fire,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,WAS M/L - NPS 36,914,115.7391145,Natural Gas,BURTON CREEK,,49.97579813,-114.1312275,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,N/A,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Body",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2020-024,Fire,2/23/2020,"Upsala, ON",Ontario,TransCanada PipeLines Limited,Closed,49.01063,-90.43433,Not Applicable,Not Applicable,Not Applicable,No,2020,2/23/2020 10:30,2/23/2020 10:30,"Damage or deterioration mechanism, Other Causes, Unknown",Other Causes,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),5/27/2020,No,No,Fire,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,LINE 100-2,"508.00000000, 609.60000000, 762.00000000, 863.60000000, 914.40000000",3393.42642,Natural Gas,,,,,Canada,No,Yes,Yes,No,Forests,10 or fewer dwelling units,MLV 62 + 6.58,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2020-021,Explosion,2/20/2020,Norquay,Saskatchewan,Many Islands Pipe Lines (Canada) Limited,Closed,51.868,-101.779,Not Applicable,Not Applicable,Not Applicable,Yes,2020,2/20/2020 11:15,2/20/2020 11:15,"Substandard Conditions, Weather Related, Temperature Extremes;Substandard Acts, Failure to follow procedure or policy or practice;Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Defective tools, equipment or materials;Substandard Conditions, Fire and explosion hazards;Substandard Conditions, Inadequate instructions or procedures","External Interference, Incorrect Operation","Personal factors, Physical or physiological stress, Exposure to temperature extremes;Personal factors, Lack of knowledge, Inadequate initial training;Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training;Job or system factors, Excessive wear and tear, Inadequate maintenance;Job or system factors, Inadequate work standards, Inadequate communication of standards, Training","Human Factors, Inadequate Supervision, Maintenance, Standards and Procedures",No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),8/4/2020,No,No,Explosion,,,,No,Battery Explosion,,,,,,,,,,0,OPR,Swan River,168.3,193.9727279,Natural Gas Sweet,,,,,Canada,No,No,Yes,No,Agricultural Cropland,10 or fewer dwelling units,23,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2020-018,Fire,2/14/2020,Edson,Alberta,Trans Mountain Pipeline ULC,Closed,53.57580147,-116.6475544,Not Applicable,Not Applicable,Not Applicable,No,2020,2/14/2020 2:30,2/14/2020 2:45,"Substandard Conditions, Fire and explosion hazards",External Interference,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring;Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,No pipeline interruption,Distribution,Construction,Employee / Contractor (Onsite),4/3/2020,No,No,Fire,,,,Yes,,Equipment & Electrical,,,,,,,,,0,OPR,TRANS MOUNTAIN EXPANSION PROJECT,"762.00000000, 914.00000000",946.1591548,Crude Oil,EDSON,,53.57580147,-116.6475544,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units,199,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
